ISO,UN code,Name,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
SHN,654,SAINT HELENA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCA,662,SAINT LUCIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SXM,534,SAINT MARTIN (DUTCH PORTION),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSM,882,SAMOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STP,678,SAO TOME & PRINCIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAU,682,SAUDI ARABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.34,43.61,50.93,90.86,98.07,127.2,123.6,123.6,159.9,250.7,290.7,334.3,348.6,475.2,474.7,521.4,553.4,542.1,621,883.7,1077,1426,2316,3496,3966,3486,4006,4542,4180,5319,5553,5819,5509,7417,7398,7246,7612,7925,7417,7596,7842,8696,9887,11160,11550,11720,11530,12390,14180,18370,20180,20990,22330,25370,28220,29850,29670,28880,24000,25130,24600,25590,28690,30000
SEN,686,SENEGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.69,83.59,83.59,90.86,90.86,94.49,101.8,90.86,94.49,83.59,98.13,101.8,119.9,119.9,167.2,145.4,163.5,178.1,186.8,159.8,172,180.4,181.7,172.8,164,178.5,169.8,177.3,156.2,160.2,164.3,159.1,192.9,206.2,246,241.1,279.5,282.7,329.9,346.9,405.5,404.9,542.2,619.7,663,676.7,951.3,1040,1132,1221,1186,1279,1568,1789,1793,2021,1898,1788,1995,2014,2097,2625,2712,2712,2712
SRB,688,SERBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.1,0,0,144.7,108.8,106.4,109.6,128.5,105.3,100.8,113.1,104.9,0,,,162.8,0,20.98,93.28,196.8,189.5,205,204,194.4,217.3,217,234.1,262.2,259.4,333.9,333,376.2,409,398,431,490.2,526.4,551.3,588.1,630.4,737.4,790,882.4,971.7,1111,1330,1361,1415,1533,1617,1801,1888,1913,1799,1817,1738,1639,1567,1587,1535,1515,1438,1340,1369,866.3,472.5,713.6,766.9,1014,941.5,1074,763.6,1046,1209,1211,1059,1157,1188,1324,1366,1435,1081,1051,1032,877.7,772,666.4,686.7,747.7,792.2,869,893.1,981.5,981.5,981.5
SYC,690,SEYCHELLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLE,694,SIERRA LEONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGP,702,SINGAPORE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SVK,703,SLOVAKIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.1,221.3,199.5,157.6,165.7,176.5,194.2,251.1,0,51.88,39.61,55.97,60.07,65.54,0,0,170.1,259.5,304.1,320.3,341.9,379.2,402.4,422,464,523.8,569,653.8,726.7,822.9,883.5,933.6,998,906.4,956.9,992.7,1060,1102,1104,1134,1242,1319,1319,1355,1431,1471,1497,1507,1574,1563,1586,1614,1559,1586,1575,1528,1524,1525,1612,1577,1464,1038,1307,1029,1115,1155,1100,1215,1822,1827,1190,1209,1165,921.6,1217,1256,1389,1485,1604,1213,859.9,1262,1096,1135,1267,1309,1341,1367,1347,1404,1443,1453,1453
SVN,705,SLOVENIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38,0,0,81.2,59.5,58.16,60.48,71.33,57.4,56.14,67.9,63.23,0,,,45.96,0,12.65,56.07,116.7,113,121.7,107,101.7,117.5,109.8,120.5,137.1,136.1,172.5,170.1,190.9,204.1,199.8,212.8,239.1,253.1,250.4,253.6,245.7,271.4,280.7,309.5,349.2,402.1,405.1,420.2,445.4,467,478.4,497.3,505.9,512.9,579.5,553.6,548.1,534.9,511.8,502.2,474,521.9,477.2,470.5,416.7,384.9,288.7,382.7,406.1,436.1,441.5,460.1,464.5,490.7,505,443.5,451.4,473.2,486.7,511.6,542.9,593,421.5,358.3,305.8,315.8,391.1,418.3,367.2,343.7,410.2,450.1,477.6,474.9,468.9,468.9
SLB,90,SOLOMON ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,706,SOMALIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7,21.42,16.42,4.099,10.23,10.22,10.2,10.19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ZAF,710,SOUTH AFRICA,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.1,0,0,141.7,152.6,214.4,261.7,374.3,414.3,432.5,468.8,410.7,432.5,468.8,454.3,552.4,519.7,581.5,617.8,646.9,672.4,912.3,966.8,999.4,1050,1068,1156,1225,1250,1345,1308,1337,1283,1316,1425,1708,1919,1970,1981,2181,2522,2842,2890,3013,3379,3592,3527,3462,3223,3342,3374,3518,3952,3904,3846,3981,3419,3258,3265,4108,3883,3773,3584,3387,3541,3801,4357,4318,4324,3952,3777,3672,3636,4205,4458,4335,5068,5333,5491,5343,5571,5045,4638,4633,4893,4911,5419,5691,5481,5466,5453,5071,5071,5071
ESP,724,SPAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.2,901.3,908.4,806.8,705.1,694.1,672.3,668.7,297.9,189,294.4,588.8,770.5,810.4,814.1,839.5,912.1,952.2,1061,1079,1152,1112,1247,1356,1465,1610,1883,2141,2337,2457,2631,2831,2835,3275,3605,3831,4201,4790,5967,6658,7392,8064,8253,8433,9562,10860,10740,11560,12020,13270,14250,13080,13040,13300,13600,14000,11550,10920,10780,10250,11250,12040,12280,11700,10440,9914,11500,12360,12110,12750,13810,14430,14730,15010,15530,16040,16290,16790,16740,16820,14390,11400,11200,9523,8754,7642,8897,9216,9414,9449,9667,9064,8192,8472,8103
LKA,144,SRI LANKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32.71,29.02,32.71,39.98,36.26,43.61,25.48,39.9,47.33,43.61,39.98,43.61,36.34,36.34,43.61,39.98,94.49,109,138.1,159.9,189,189,206.9,232.3,192.6,208.3,170.1,273.5,280.6,266.9,294.2,293.6,227.3,221.1,259.9,256.4,253,166.4,164.1,163,162.8,332.1,274.5,375.2,362.2,375.6,390.1,353,393.7,406.2,444.6,406.7,463,554.5,591.5,624.7,654.3,687.5,725.2,663,750.4,779.2,737.5,719.3,872.7,1028,1076,1084,930.4,1011,1011,1011
KNA,659,ST. KITTS-NEVIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPM,666,ST. PIERRE & MIQUELON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT,670,ST. VINCENT & THE GRENADINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,740,SURINAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.44,29.07,29.07,21.81,14.54,25.3,21.56,28.58,28.42,31.73,35.17,34.9,34.7,24.14,24,23.86,23.71,23.57,23.42,22.62,22.6,22.58,22.56,27.05,27.03,27.01,26.99,26.97,26.94,26.92,28.86,28.56,28.26,27.96,27.66,27.47,26.98,26.29,19.47,17.77,29.03,44.53,51.31,27.6,27.6,7.886,11.83,11.83,19.72,19.72,19.72,19.72
SWZ,748,SWAZILAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWE,752,SWEDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.7,109.7,128.4,141,169.2,194.4,138.7,152.5,173,139.9,113.2,117.5,140,120.8,182.5,195.6,202.7,222.3,234.8,247.3,233.2,284,304.6,257.9,241,200.7,287.1,367.1,392.5,432.5,490.6,585.1,345.3,319.7,407,457.8,523.3,600.1,723.2,766.8,734.1,839.5,963,1007,1047,1163,1217,1261,1232,1210,1239,1396,1388,1504,1519,1632,1792,1864,1857,1926,1933,1955,2013,1955,1922,2094,1648,1556,1433,1311,1180,1201,1233,1168,1163,1136,1212,1080,1044,1148,1150,1246,1272,1137,1089,1092,1109,1296,1225,1105,1133,1139,1288,1332,1280,1206,1284,1315,1442,1339,1396,1263,1324,1361,1479,1402,1399,1537,1554,1484,1607,1357,1272,1259,1259
CHE,756,SWITZERLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.5,341.6,389,421.6,396.1,0,0,0,250.8,0,319.8,0,319.8,352.3,217.9,181.8,210.8,203.5,341.6,472.5,505.2,483.4,534.4,650.7,683,781.4,897.4,1047,1178,1239,1079,1327,1501,1781,1843,1770,2137,1995,2137,2065,2137,2242,2370,2581,2824,2847,2596,1862,1753,1804,1829,1946,2103,2150,2030,2027,2071,2108,2173,2287,2458,2706,2581,2248,2108,1913,2110,1989,1791,1607,1607,1606,1725,1758,1691,1654,1752,1847,1853,1885,1858,1848,1955,1925,1808,1833,1880,1715,1769,1760,1738,1732,1679,1732,1732
SYR,760,SYRIAN ARAB REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.634,10.9,14.54,10.9,14.54,29.07,61.78,61.78,58.15,21.81,21.81,54.51,36.34,18.17,18.17,21.81,25.44,25.44,29.07,33,32.71,76.32,109,124.4,130.8,159.9,156.3,192.6,222.1,239.9,265.3,301.3,338,312.5,334.4,305.3,298,454.3,461.6,476.4,450.7,498.1,417.7,476.1,490.6,542.9,676,686.6,874.2,933.8,1073,1190,1643,1917,1902,1838,1673,1424,1478,1461,1450,1521,1836,1823,1794,1795,1916,1809,2000,1790,1897,1737,1754,1694,1638,1696,1848,1910,1861,2151,1769,2087,1393,646.1,646.1,855.7,740.4,750.9,1048,1222,1222,1222
TWN,158,TAIWAN,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.4,112.7,152.6,119.9,0,0,94.49,116.2,145.3,163.7,192.6,221.8,258,265.2,290.7,290.7,298,501.3,527,585.1,745,923.1,1108,1163,1207,1538,1723,1974,2021,2126,2493,2899,3011,3047,3355,4324,5104,5658,5871,6937,7073,6626,7304,7019,7108,7299,7720,8516,8890,9093,9535,10330,11680,11130,10930,10610,10640,9975,9262,8824,9086,9774,9313,9546,9977,9812,9484,8504,7865,8105,8512,7996,8030,7088,6313,5395,5357,5378,5508,5760,5850,5485
TJK,762,TAJIKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.642,4.505,5.828,6.238,6.576,5.157,6.727,8.544,11.19,10.44,10.9,10.9,11.12,11.13,,,,3.475,6.562,9.287,12.79,15.52,20.41,24.11,27.46,31.12,37.08,43.96,48.66,56.64,65.38,76.23,89.58,100.2,113.1,120.5,128.5,143.4,158.7,168.3,174,178.8,189.9,200.9,209.8,221.2,233.6,248.7,251.1,254.8,252.5,242.7,244.7,248.7,241.7,250.3,254,255,262.9,266.6,270,271,263.7,248.3,196.3,147.2,98.07,49.02,24.5,17.64,8.815,14.69,24.47,34.25,48.91,81.3,94.62,124,138,153,93.06,95.35,144,146,123,188,562,693,665.1,1523,1879,2053,2074,2074,2074
THA,764,THAILAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.07,25.44,21.81,25.44,25.44,29.07,36.34,39.98,47.25,58.15,58.15,,32.71,14.54,,,29.07,39.98,61.78,83.91,152.6,123.2,141.7,189.3,189,196,200.1,225.3,250.8,261.7,399.8,476.1,490.6,523.1,617.5,734.1,857.4,1170,1188,1297,1355,1622,1756,1830,1830,2024,2282,2238,2276,2275,2627,2727,2948,3288,3106,3049,3729,4281,5483,6468,5995,8232,12060,13360,15340,17350,19340,13280,16080,15300,17470,19740,17490,18260,20240,21230,22010,19440,18680,18490,18210,18750,18910,19720,20020,23050,22390,22470,22300,21930,21150,21150
TLS,626,TIMOR-LESTE (FORMERLY EAST TIMOR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGO,768,TOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.2,67.22,79.03,0,0,0,0,0,226.5,222.8,224.3,194.9,207.3,252.3,313,342.4,358.9,383,402.4,401.3,371,380,317.8,398,411.5,102.2,374,615.7,320.1,396.8,490.7,742.2,747.3,783.6,679.8,604.4,471.2,546.1,551.2,624.3,607.1,473.7,435.4,814.1,819.7,763.9,747.2,920.1,864.3,864.3,864.3
TON,776,TONGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTO,780,TRINIDAD AND TOBAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,61.87,68.96,65.32,72.61,87.22,87.35,47.25,79.95,79.95,87.22,94.42,105.4,94.49,105.4,119.9,134.5,127.2,141.7,123.6,119.9,127.2,115.3,103.6,106.3,101.9,87,65.56,88.92,179.6,184.7,149.7,145.1,143.7,158.6,166.6,189.1,209.1,207.5,227,250.4,239.8,264.3,279.4,294.8,293.6,316.6,294.9,312.4,319.1,317.9,281.8,359,361.6,380.5,343.9,311,323.2,254.1,311.6,324.5,325.7,279.5,259.7,257,262.8,245,245,245
TUN,788,TUNISIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,,,,,,,,,,,18.17,18.17,18.17,25.44,29.07,32.71,29.44,31.01,29.07,29.07,11.74,29.07,29.07,41.12,58.15,79.95,83.59,83.59,90.86,101.8,112.7,142.1,189,178.1,199.9,170.4,217.6,200.3,163.5,178.4,178.1,225.3,225.7,236.2,232.6,250.5,297.7,269.2,287.4,310.3,259.5,267.3,308.2,239.1,287.2,442.7,694.9,896.1,1020,899.8,1445,1410,1555,1521,1737,1650,1671,1693,2060,2059,2202,2380,2556,2369,2298,2388,2536,2955,2994,3157,3171,3505,3526,3660,3730,4005,3988,4291,3414,4253,3713,4658,4937,4306,3992,4262,4176,3535,4245,4245
TUR,792,TURKEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.07,32.71,29.07,50.83,54.46,58.15,83.59,65.42,69.05,105.4,130.9,141.7,130.9,134.6,105.4,83.59,141.7,141.7,159.9,174.4,170.8,185.3,196.3,196.2,225.3,261.7,349,407.1,479.7,625.1,748.8,857.5,1007,1003,1148,1334,1454,1646,1912,2100,2337,2864,3151,3703,4107,4332,4294,5103,5850,6507,7167,6389,5926,6873,7156,6119,7028,7793,8798,9593,9821,10220,10440,12020,13270,13050,13490,14130,14660,15100,15290,14590,15180,15090,15510,16020,17210,19120,20840,22780,24850,27040,29980,31450,31370,33910,34500,34440,37530,39470,39410,32350,40810,44230,38250
TKM,795,TURKMENISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.12,12.51,16.19,17.33,18.27,14.33,18.69,23.74,31.1,29,30.29,30.29,30.88,30.92,,,,9.654,18.23,25.8,35.53,43.1,56.69,66.97,76.29,86.47,103,122.1,135.2,157.4,181.6,211.8,248.9,278.4,314.2,334.9,356.9,398.4,440.8,467.6,483.5,496.8,527.6,558.3,583.2,615.1,649.8,692,690.8,692.8,678.7,644.6,642.1,644.7,618.9,632.9,634.2,628.5,639.5,640.1,639.6,633.5,607.9,571.8,447.2,446.7,284,177.1,182.5,181.9,181.7,181.5,181.3,180.6,179.8,179,217.8,256.3,359.4,362.2,391.5,419.9,438.9,737.6,893.8,1013,1107,1259,1336,1374,1030,915.9,725.1,725.1,725.1
TCA,796,TURKS AND CAICOS ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUV,798,TUVALU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGA,800,UGANDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,10.9,21.81,25.44,29.07,43.61,50.88,39.98,36.34,32.71,29.07,25.44,36.34,65.42,58.15,69.05,76.32,87.22,94.49,100.4,81.33,66.25,72.19,44.05,40.07,36.19,35.65,22.34,3.143,3.093,6.089,8.985,8.838,8.69,5.695,2.798,5.499,5.4,9.735,17.69,17.36,17.02,12.02,27.8,80.11,90.99,98.57,104.2,107.8,123.7,141.8,138.7,149.2,164,163,145.2,185.5,200.5,323.3,394.6,428.3,358,392.7,348.6,373,375.5,382.4,459.4,532.4,532.4,532.4
UKR,804,UKRAINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.7,191.8,265.5,284.8,287.6,220.9,284.8,357.6,465,435.1,454.6,454.3,462.8,463,,,,144.1,271.9,384.5,529.1,641.3,842.8,995,1133,1283,1527,1809,2001,2327,2684,3127,3672,4105,4629,4930,5249,5855,6474,6863,7090,7280,7726,8076,8331,8678,9055,9522,9616,9754,9668,9291,9367,9446,9109,9358,9422,9382,9612,9689,9749,9725,9401,8918,8679,6398,4991,3408,2161,2415,2788,2535,2261,2475,2817,3612,4264,4785,5484,6164,6294,2590,2882,3901,3281,3397,3299,3278,3623,3543,3719,3947,4027,4215,4553
ARE,784,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.1,96.1,595.1,602.7,806.2,797.4,1018,936.4,1796,1863,1201,1343,1405,1432,1360,1439,1562,1632,2025,2379,2393,2078,2775,2754,2358,2311,2599,2909,3204,3484,4588,5793,7835,6830,6453,5662,5216,5468,7160,7160,5903,6077,6007,5623,5204,5204,5204
GBR,826,UNITED KINGDOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2173,2355,2526,2958,2137,2210,2609,2991,3311,3609,3903,,,3587,3645,3500,2290,2035,3304,3496,4278,4630,4899,5135,5593,5633,6007,6287,6411,6007,5858,6320,6673,7105,7043,6949,8384,8384,8290,8686,8835,8610,8432,8749,8922,9884,8798,8356,7809,7650,7881,7992,7334,6305,6423,6639,6680,6612,6650,7096,8188,8358,7295,5994,5456,5525,6368,6285,6416,6710,6838,6531,6332,5844,5988,5868,5977,5941,5893,6117,5205,3721,3792,4097,3724,4029,4215,4393,4553,4410,4364,4448,3900,4215,4215
TZA,834,UNITED REPUBLIC OF TANZANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.37,72.69,76.15,83.59,83.59,87.22,116.3,156.3,145.4,131,118.6,124.3,108.7,131.9,140.9,179.6,180.7,188.4,163.2,132.2,130.5,128.8,80.61,223.3,221.7,221.3,221,220.7,128.5,242.8,295.3,252.2,315.5,337.3,336.8,362.4,411.5,473.9,509.7,541.3,537.8,631.1,675.4,747.5,891.5,921.4,986.9,913.2,1088,1215,1577,1627,1747,2524,2517,2517,2517
